Text,Sentiment
q4 net income 50 million operational cash flow 35 million. q4 2012 ops 70% eps...in q4 2011 ops 440% higher eps,-1
year end account payable increased 43% 100million 143million,-1
fio azard capital upgraded fusion-io buy neutral 23 price,1
name dark cloud cover candle pattern: mho saft fxs,-1
"mcp still mining asteroids, short update",-1
name bearish engulfing candle pattern: aex afg asfi athn becn tmh gw fo mhk ibn c aos bt aixg jbht nhi,-1
"user kiwi hello friend, see csn pre-market today, untouchable situation!",-1
name bearish engulfing candle pattern:ibt becn ayi hcg mo sg mp eg bm cen wie ine,-1
trade idea today m onxx nve bgcp,1
vxy g jpm hft ppt window dressing program online,-1
published znga estimate estimize: +0.02 eps +6.09m ev compared wall street consensus.,1
aap 600 lot bid weekly 460c 2.73. 44 delta could temporarily push stock create support,1
cat bullish macd crossover.,1
calling csn ed monthy triangle open ong position 1.65,1
jva 7.25 tzoo 21.50 idcc 43.35 cf 37 bt 25 looking good,1
"man got 47 user: nice bounce support, 25% decline!",1
aap break 453.63 see retest 435 low lower fairly soon thereafter.,-1
"nfx netflix, inc. (nfx) increased debt cause concern [epot]",-1
"vix rising, eaders lagging & reversing vol, laggard leading, speculative name climaxing. ignore warnings. ddd soda fb",-1
cbmx b/o smart money coming afternoon looking push 200day low float could 6 end wk little resistance,1
user: apple aap time econsider stock split? 10:1 would solve problem foeve!,1
four bearish canary bullish coal mine aap tip ko spy,-1
aap -- mac world maybe tc anounce i-time-machine... boom rich again!,1
"k: ong 53.69. trailing stop 53.24 3 prior stop 52.16, 51.25 51.05 -",1
fnsr great intraday look..,1
pcn trying keep simple potentially capture primary trend.,1
pm 1h. hold 2/3 til close monday pm (21 bars) 3pm wednesday (34 bars) balance.,1
"user: autonation stoploss 47.46, beating 47.90",1
v breaking !!,1
id short aap right wanted put position on. (455.51),-1
apo - short setup 50dma weak group. downside 15.50 initially.,-1
ks nice uptrend since bottoming early january. picked roth around 43.50. slow mover 50 possible.,1
"tivo by! price action? check - breaking 12.95. volume? check, 2x avg.",1
declining growth & margins. head & shoulder setup. pe contraction downside price target 25.,-1
amzn ooks like stock topped now. today another distribution day.,-1
know.... yhoo 1.5% month january,1
second best steve...steve wynn tap today - bell - netsuite (enterprise) n wynn,1
gap backfill fie?,-1
nfx keep mind 500 lot offered 150p 7.75. stock 163.70 offered 167 ook stock go dwn,1
asgn watch list line volume 81% ave full day,1
"ocz pleasantly surprised fio result affect one more. shook 1/2 position, still bullish",1
user yet sir... jury still ana. csn plain old fraud!!!,1
amzn riding remaining position stop 290. ooks like chicken coming home roost.,-1
yhoo business insider post yhoo afternoon. would beautiful aapl met marissa,1
gv new buy largest % gainer today - also fav pullback reversal,1
user tried buy ange got frustrated. ong ebay,1
wynn ai dividend 0.50 1/share >> cc quite bullish front & analyst seen enthused,1
tpx move play - motion 35 33 cover,-1
cee tip edge go fall target 39,-1
"user ots ppl r making move samsung, going ewy aap started reducing ipad screen size & calling new models.",-1
"watching dmnd low entry points. replaced csco state california, c c contracts. may see pop later",1
"user class action de may reason. search: mohan, et al. v dell inc case details.",-1
"iaci short setup, bear flag neckline last week",-1
"green weekly triangle sho,....pdating scaling",-1
market wrap video + addition watch ist including: byd infn jnp se tgh h,1
video analysis 16% 3 day trade shorting amzn,-1
thinking goog entry? close 765 776 ?,1
zzzactly user: watch china grown become apple second-biggest market: aap (long),1
espn 30 30 magical. serious family entertainment. future content tv web bright mixed well dis,1
wow tv underrated underloved....looking stock price sick missed hate trade 2009 .. cbs dis,1
infn 7.20,1
aap drop stop wall street seller stop fearing margin drop...take look,1
high quality stock producing pocket pivot point thursday: abt gpn asgn ocn mth oy ngvc wec ty wynn v pfmt tt stdy,1
tm - ahhh! stupid prelim results! short wanted add put earnings...,-1
user: aap 40 minute get 460 pre-market ! ot fool b toast !,-1
"es,spy wont cnbc,,,real time assessment job number mkt reactions...",-1
n watch list big gap morning,1
m watch list line volume 4% ave full day,1
esi watch list lower 2 line volume 11% full day average,1
f watch list line volume 4% full day average,1
aap pmi manufacturing index ---> minutes...,-1
aap pmi manufacturing index eslts bad = 450 ???,-1
aap longer trending finally ppl get hint. growth innovation story over... pt 375 fair value,-1
user emn eastman stoploss 72.31 beating 72.98,1
jcc vng 3 right wheel house,1
user: aap come spy go daily aapl // growth !!!,-1
goog make new high soon. surprisingly option premium cheap.,1
gme really nice pop today intraday reversal yesterday afternoon,1
aap nothing go straight straight high.. main trend volume look for...,-1
"user: aap people think growth slowing true bec quarter 13 weeks,?// ook year year quarter.",-1
goog 10 point away new hold time highs. market leader continues lead,1
user emn eastman stoploss 72.91 beating 73.56. eastman stoploss en 72.91 tras batir 73.56,1
dpz look ready break next leg,1
wfm building nice bull flag,1
user: aap rookie selling today mest loose otof stubborn !,-1
user: right thing stop aap flip short// ther othes stock better.. nless aeady short,-1
aap cracked !!!,-1
aig looking entry here.,1
nailed goog today.,1
"user: aap let go 425, (sorry longs, im long also)// r iht 425 annd consolidate 3-5 week bullish",-1
"switched athx gain astm. astm average tp 4,07. 1% chance bankrupcty ong",1
user emn eastman stoploss 73.46 beating 73.85. eastman stoploss en 73.46 tras batir 73.85,1
kex break 8.49 secondary price obvious signal...,-1
eap nice upgrade cross 50,1
ovti moving long base upside,1
bac 11.85 sight... ;-),1
"ed weekly triangle cb,......net profit 1,797.00 (3.44%)",-1
"green weekly triangle cb,....open sell short 3.38",-1
sbx solid move today continuing uptrend holding support close week,1
dgi poised break 30s.,1
amzn delivering awesomeness every single day. prime ocks. biased ;-),1
qqq q breaking basing pattern today expect goog hit 800 withing next 2 weeks!!!!,1
aap touch unless get close 465 volume (earnings gap).,-1
vp drummond goog sell 190 shares. outstanding trader based timing.,1
user: aap back 450 guess pin,-1
actg top pick earnings starting breakout. ook 27.50 soon.,1
aap aw attraction & newton sem win,-1
eality hit nkd. eiterated sell worth 80 per share. pt based discounted cash flow analysis,-1
"qcom looking good long, yesterday close stop",1
aap agree 450 pin afternoon !,-1
goog lookin good,1
"goog need bit time break 775, might get eod though.",1
"dndn waking up, almost go time here!",1
nfx said before...it feel like another distribution day.....,-1
guess happens chasing synm...,-1
cost confirming beautifully here. 52 week high magnet. others like today: imm mnx wcg wt,1
aj starting really move; moving stop,1
aap much peak either side (up down) #broken good 4 trade investment imho,-1
"aap almost every long want goo week-end, nobody wnat caught 350-400 months...",-1
vsn pulling station,1
user: aap 450 pin?? yep !! 450.00 pin,-1
aap emember last friday last 5 minute app collapsing !,-1
long ment like cup handle pattern. earnings till late feb.,1
"big block trade alert: ig, 2/1/13, 11:26 am, 504260 share sod 6.50",-1
user: ampe bouncing 8-day sell off. estimate high?,1
aap pin 450 bellow..,-1
ca like volume move; entry 22.64 stop 21.55,1
scaling vt mar 25 call right now. ight now. ooks good. watch volume next week.,1
swhc swing trade quick pick: smith & wesson |,1
aap closed short 1k short ater till gap filled -have nice week-end g ! :-),-1
scm scaling short,-1
fio action super strong tape = bullish...,-1
3 call 2day. spy goog make new high g go 149+. came fruition. market kind 2 me.,1
"user: nb strong financials, contract progenitor pipeline, approval am-001 expected, sacred cow 2013",1
"big strong si & improving obv, feeling break higher shortly.",1
"peix strong volume w indicator moving up.once 0.398 breaks, resist watch 0.418 followed 0.43",1
"tqnt great day friday. tqnt momentum, also strong volume. ong setup.",1
currently long: ana fb he bby wcx vsn,1
c eckitt benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.,-1
"aap hard time moment 8dsma line, continue watch one.",-1
"#13for2013 invn still leading gainer - shed 5% week, profit taking overbought market",1
california water service group cwt ai annual dividend 46th consecutive year | p/e 18.17 | yield: 3.18,1
first ever purchase..splurged new mat bikram (i hear frond green hot w/ lady --> via user,1
great analysis pna,1
coh monthly h+s getting closer snapping neckline,-1
"user: qcom, friday low provided nice back-test b/o level",1
aap come far gap fill 425 fit eiffel tower analogy. need 2 search eiffel site know is?,-1
"ceg daily rejected fibextension bat, short ter h+s. wait setup user",-1
user: commented on: zynga: eady eal-money game improving cost side znga // #tendevesa,1
system flag buys: bac bdn gfi ipg jci t vvs,1
wmt breaking channel + ma lining upward direction.,1
"gtxi long 5.16, take early assuming gap, spy green & detect avg vol",1
"oii, short. 1b liabilities, cash.",-1
"amzn si macd, suggesting downside near-term support region 260 ( 50ema )",-1
ati breakout mode monday. cleared 200ema high volume + bullish macd cross. ong,1
"good time step back conside big picte, es,ym,tf,spy,s,c,ec,jy,",-1
anyone follow cst? earnings feb 7th amc look interesting 50day 50/share may get bid report #watchist,1
gae long 1.82 1.83 1.84 target 2.00+,1
sev nicely green red market,1
jnp watch list near first line,1
ffiv looking like want breakout today,1
good eye... user: fdx broke resistance. ooks continue bullish trend,1
peix long .45,1
peix long going .50+,1
gae buying 1.83,1
scm going tank real soon imo,-1
"gme gamestops tony bartel announces shift toward mobile (audio). ong beating 25,24. stoploss 25,11.",1
patent could pset aap. ong beating 7.97. stoploss 7.86,1
user: patent could pset aap. ong beating 7.97. stoploss 7.86,1
bot synm .52 bot peix .435,1
"nfx asym tri formed here, waiting resolution make trade",1
"nn average tp 1,5 could easily come back 0,8. hoding ong",1
cee short 43.83 target 43 lower,-1
nvax interesting level. p trend line june. could good entry point close stop loss,1
zcs bounced 50 day,1
zcs feel bad stop-losses got taken,1
aap kidding terranova!,-1
marijuana stock smoking mjns cbis hemp new trend. next hot sector biofuels peix synm biof money focus,1
"goog like said 7hours ago, national goog put week. easy +50% option scalps. nfx put go..weeee!",-1
"despite market spook medium wsj, going aap call week.",1
"pcn working overbought condition rising shakeout today despite market overall,",1
cee shorting 43.76 avg short 43.73,-1
anth zcs p 4 time average volume today. ots people taken interest here.,1
added ebay trading account,1
coh head shoulder update.,-1
"3 tech stock staying power - ibm, intel intc & qualcomm qcom. qcom let keep aap exposure boot!",1
nfx nibbled earlier holding night. sharing thought posted video,1
"nfx new hod, nice",1
holding ana bby fb gae he vsn wcx,1
hour advanced: cc edmc bk hayn pim ezpw mc dgit pab jny mm gff tho caci pmi stz code nb,1
ci - getting long building position move thru 7.00 - stock like rock today - target 7.00++,1
ci - see spike like one huge green bar without sort continuation - somebody know someting,1
market wrap video + addition watch ist including: cah cmi ha kac nfx,1
amzn post-earnings eversal,-1
ym fails break above. downtrend continuous.,-1
k closing lower slowly greater-than-average volume. aware,-1
ha 41.25,1
"pcn, short interest low <5%, beaish point fige tiange, gap lower confirms, 625inplay",-1
ha -,1
dk 34.75 continuation,1
"spy, es, trade see,,,turn cnbc noise nonsense,,trust ur technicals...",-1
user edon peix history management dropping ball run stock price. hopefully stay silent time around,1
"wag good stock winner, turning horrible company employees!",-1
weekly blog post collection yhoo note newsgrade.blogspot dot com,1
g weekly c1501.04,1
way go! ddd. seems found support ma(50). p trend continues guys.,1
bac 11.75 11.80 today imho,1
aj stopped +6% nice gain,1
"amwd still working well, play week far",1
"dexo inverse h+s, bounced fib, -longer term w bottom..",1
te moving stop again; huge winner,1
ong en stop arnd 39.40- entry 40.10,1
nfx boom,1
nfx oi loading otm call,1
"pna trying break dt line already average daily volume, earnings tonight",1
"g swhc breaking similar bull flag patterns, volume light though, keep mind",1
swhc breaking bull flag,1
"g story, moving tandem",1
gme new hod,1
watchlist bounce mhp 47.45 coh 49.15 amzn 265 4ta 98 ook ike gd ongs fom hee,1
qcom really getting interesting. might see new high really soon.,1
"pi making effort, watch tip",1
"ed monthly triangle csn,......pdating",1
cen price action looking good going earnings tonight,1
mcp take-over chatter... (i know laugh...),-1
"znga bearish here, know poker. incredible.",1
csc moving stop,1
goog market leader continues hold well,1
cw long 3.22,1
bac strong making since 1 week sides. today bull !,1
nfx failed attempt new high possible hesitation top like nfx130208p170 3.60,-1
"user ampe, gap business 28%, low 3.69 x 14% 4.20, ma-20 also 4.20, target",1
bac going resistance really heavy volume today. everyones radar.,1
cbk looking breakout; entry 6.51 stop 6.19,1
nfx looking good far hourly. ooking pull 20 ema hrly 170 maybe,-1
aap perhaps time start considering ong position name again. finally commitment.,1
aap short 451.50 go soon mrk ollover,-1
sold amzn stocks... better flat ^^,-1
"user market seemed care beating expectations, inflated seems sii",1
aap begin ollover,-1
"think obvious valero vo room run, certainly like hfc lot more. compare p/e revenue growth.",1
seeing minor pullback nfx beginning major correction? investor test water. still bearish,-1
gdp watch list 20 crossed 50-day near line volume 27% ave,1
"nw - ong 19.75. trailing stop 21.06 5 prior stop 20.26, 19.93, 19.75, 18.95 18.15:",1
"user csn, yesterday bough 25k1.2375 25k1.1550, continue scaling up/down",1
"bac 12.82 greedy, wait pullback another day reenter.",1
zgnx go again.,1
mhp mco spx spy s&p moody threaten sovereign downgrade response mortgage fraud action?,-1
tmb suggested follower - poised breakout new highs. buy area 64.00 volume,1
mhp mco spx spy #cnbc report justice seeking 5b+ s&p mortgage rating civil case/no criminal charge date.,-1
aap bac two trade im looking get involved close.,1
long f 30 could late though watch ur stop,1
ooks like mcp 8 call friday paying well!,1
nvda breaking short-term downtrend line w/ si rising macd trying cross 0,1
user: aap sold cnbc dump coming,-1
vmw next trip 79 going denied,1
"bi: qik win functionality, loses cost/service. 2 q deferred rev decline + back-end loaded estimate = tough bar 4q (7/7)",-1
esx making move break gap.,1
"ed weekly triangle kwk,.....scaling p",1
v - watch tomorrow.,1
znga almost 5% hours.,1
"tip coiling like rattlesnake, long, look higher",1
exas pretty set,1
znga company beat 1cents seriously doubt due accounting trick,-1
porn znga pokeher,1
"mhp kids, steroid",-1
"thats good equator? user: znga yoy sale growth last six qs: 80%, 59%, 32%, 19%, 3%, 0%",-1
ooks like intermediate bullish trend broken snta - safe money month,-1
"c weekly (tied heavily aap but, absent catalyst, pattern persists):",-1
amn yep like said. penny stock making.,-1
amn become penny stock company continue dilute share like ec silver past.,-1
ev amazed 18% gainer get st recognition. guess go along 15 followers. #undertheradar,1
ibm short setup - 196.25 target:,-1
dndn subtle buy signal occurred today. (the set up),1
put f top radar?today citigroup initiated?at buy target price 41,1
aap #boken stock,-1
user: dov weekly. going higher - bot close eod yest unit cost 4.15 see get gapper today,1
gmc cst report bell expecting #sfy type quarter both. tading eanings wi ony tade eaction,1
aap possible bounce 462,1
vt breakout point 25+,1
anad b/o point 2.72+,1
dov pt btwn 5.30 6.00 two area resistance. valuation incredibly cheap see volume come today,1
back bac ong ! :),1
"nn something going happen. two day ago saw hugest volume year. oversold, insider buying, high tp. ong",1
aap going 435 imho !,-1
"iger say like nfx, go bid 250 lol",1
nfx trying break bull flag. new 52-week high,1
dp breaking am. look good. earnings feb 13th bmo,1
pan caught upgrade 26% short interest..breaking here:,1
last minute add-on watchlist: dp,1
aap follow downtrend.,-1
aap short,-1
aap drop like ock !,-1
aap heading gap,1
aap dump come faster pump imo !,-1
aap dump progress...,-1
f squeezing,1
da back playing breakout time highs; entry 14.30 stop 13.41,1
aap bullish signal here. want see close (preferably) 462.60 confirm.,1
look like someone got tired bji going today,-1
"jon stewart sum everything dangerous, dumb, & hysterical post office circa 2011 cc user fdx",1
"too. yay user: aap gap morning toward st upside target (480), take sudden reversal.",1
"watching closely (long) ... aap lifting higher buyback chatter, detail stream",1
nice all-time high attack tesla today (long ) tsla cc user,1
aap free-falling 457,-1
aap reloaded ready keep going + 4% today? would good 3 ;),1
cee short higher short 44.35,-1
short term target znga? 3.25?,1
bac aap two trade yesterday holding really well. trading high volume weak tape.,1
bac add close 12 today. aap need take 465 attract buyers.,1
breaking hourly trendline,1
"twx - ong 38.59. trailing stop 44.71 4 prior stop 42.61, 41.06, 37.08 35.57 -",1
f daily like long call one chaos mini sell got oversold pwmo2!,1
bac ot buying last minute !!!,1
dndn beast mode today,1
"dndn t nicel day today, let see eod brings",1
aap thank god dividend tomorrow think would back lower started imho,1
user: aap continues volume / confirmation take higher - watching closely reshort one,-1
bac added pullback !,1
aap sharing insight volume key posted video,-1
amzn short working nicely watch break run 262,-1
aap sinking....,-1
need alka seltzer sponsor aapl stream pop drop give people ...people way tied,1
f big rising channel w top 39 & bottom 28.momentum indicator turning,1
affy break support line 18.41,-1
ngt #ecb #boe #fed jpm hsbc shortfest gc_f gd sv tomorrow morning test weekly ows.,-1
netflix buy sps. netflix disc traffic probably profitable useful thing postal service does. nfx,1
aap volume absent... soon number negatives...,-1
aap drop !,-1
joy anticipate bear flag break,-1
f intraday break !!,1
de higher bid offering coming? look recent action april 14 call per najarian? pps 13.50 here???,1
pcp earnings today. stock 5%,1
oc weakness might hit dime 34.,-1
"never got sfy, taking right step focusing distributing digital content physical. congrats owner",1
bac ooking good tomorrow could go 12.20 imo ! healthy pullback today volume.,1
aap 500 lot bid feb 440p 3.00 could create resistance temporary sell,-1
aap covered pay dividend short tomorrow !,-1
user: aap cover short unless want pay dividend. >>>done reshort tomorrow !,-1
sev next stop 8,1
tomorrow stock gap average 10.60 dividend aap,-1
solid day trading. mrkt may flat spy dia still lot profit made was. nothing watchlist nfx dva,1
user: user aap still holding short 451.50? cost 300 overnight keep short premarket.,-1
gmc headed 37 bomb away....,-1
gmc weekly dead cat retrace done volume - bagholders bail en masse,-1
swhc yes! close 9.,1
gmc ice 37... short away.,-1
gmc 37 brainer - fee cash - sell motime - sotp,-1
tbi another staffing co. break,1
gnc generator running hot,1
market wrap video + addition watch ist including: amsc kbh mhk tw ttmi,1
prudential liquidates cm stake... 1st one ship get lifeboat,-1
"key levels, confirming expectation on: bby dndn ba gd set ups... dia qqq spx",1
p poised. need 11.90.,1
"secular #bull market coo #the cooper companies, inc. bull flag daily included #dogs",1
"consolidating here, heavy volume inverted hammer candle, see nice green bar tom, unless buyer exhausted today.",1
abt bullish /t setup - breaking 14 year base:,1
"es,ec,jnk,dax s&p diverging key mkts? canaries?",-1
p pulled back trend line look setting another upside move. e 11.90,1
rise towards 480 confirm new bottom aap,1
user: bby upgrade2 outperf v mktperform wfc; raise pt 11-13 19-20/ royalty surging bb10 sale,1
yhoo like pe vc w biz.. hold big position yahoo japan 32.5% ytd (helps balance sheet).. also position alibaba.,1
app catalyst: 1. efi 2. deal wmt tgt nke (possible) 3. 100 new store globally,1
f headed 12,1
ks ong setup (solid ss morning trigger gap):,1
estimate wmt buy 1/2 bil made sa clothing per year next 10 yrs. app massive scale plant left sa,1
user: sour apple. einhorn happy aap. fun. poxy fight!,1
gmc 37 next target bailing vome next week.,-1
m morgan stanley nearing medium term target,1
bby - new aap apple bleeds job report. target 55,1
know something right comparison benchmark. amzn,1
user: bac 11.97 longer problem!,1
c breakout watch 43.4,1
geo look good 33.10,1
aap looking like nice short 460,-1
user: exc = undervalued here. yield support!?,1
"mcp breaking base, 8.04 mark. next key level, 8.12. macd, slow stochastic, si showing good strength.",1
"scm slow, holder start selling real soon imo",-1
goog(long beat 778.71. stop loss 773.91) & yhoo(long iafter beating 20.27. stoploss 20.16) fit well advertidsing deal,1
amzn nibbled short,-1
c_f scratching head oi go p shale oi gt refiner vo profit p 20x. feel screwed?,1
aap next pop im trade short quick trade.,-1
amzn breaking 50-day,-1
"user: einhorn sound like trapped long me, care preferred stock last year aap",-1
price pay. value get.? word never true case nov -,1
orillard option trader buy 5k put betting 15% move. bad earnings omen?,-1
scaling amzn put 02/15 put bot 1.2 2.50,-1
app added 1.49 risk bankruptcy abating. wood yet. work remains. adding thesis benchmark met. american apparel,1
acx negative here. algo bringing down. here chance get stock cheap. bbh xv,1
bby headed back 5 saturated cell phone market - goog next mobile microsoft os.,-1
market making fresh low aap hold firm.,1
byd moving big day,1
"cst coinstar option trader buy 5,700 feb call spread betting good earnings",1
cee go back 44.00 short - think make 10 point week one,-1
"aap still look like trouble me, sign low, remaining bearish #elliottwave",-1
med 21? volume picking up..,-1
setps small big variety watch - tzym .56 jag .75 c 1.23 av 1.29 idix 4.85 mcp 7.75 mo 34.37 ko 38.75 hf 36.75,1
omx another brick mortar dinosaur falling online retailing> detail,-1
swhc need volume,1
cee short entry 44.36,-1
dgit long 10 crack 9.97,1
"green weekly triangle cb,....pdating",-1
cdx long 7.72,1
swy - made sale 20.30 - 20.60,1
diving in... (considering schwab pullbacks) thursday links: spin-off success via user de schw,1
deck give major loving?,1
user stocktiger currently long ha,1
jet entry 8.94 stop 8.2,1
dov nov eport feb early release earnings next month made major stride cab ta,1
goog acting really good despite choppy tape.,1
zagg coming bottom grandma pattern.,1
bac really want get back retest old highs.,1
mtx attacking multi year high - entry 14.94 stop 14.00,1
gntx swing trade quick pick: gentex corp (gntx) |,1
aap need 465 taken & looking back real,1
aap volume fade away... like usual !,-1
"user: hardest, 10 rally aap history, like old man climbing stairs. .~ still got up!",1
aap short 468.44 news sustain volume !,-1
"green weekly triangle essx,....updating",-1
get wrong buying earnings mistake read 2billion evenues nothing scuff cst,1
"s. job keeping money innovate buy new tech, since aap longer innovate keep !",-1
schwing! bingo nkd please sell feb 8 115 call bot earlier 10.50 now!!! #gamblingaddict,1
order grow u need spend money aka invest future. 10x earnings cst steal short cover time buythedips,1
nkd estimate based linear extrapolation. beating estimate mean actually accelerating growth,1
user also cst better nfx b/c streaming movie 4 suckers. movie clarity awful. movie skip b/c int connections.,1
user saying ed box future why? cst considering growth company yrs. valuation cheap,1
user thats happened last time cst missed. opened big following day massive short squeeze closed +5%.,1
guess im old fashioned 500 dvd & love blue ay. ntil streaming improve clarity skipping im stickin dvd cst,1
msg - beautiful see high,1
user profitsboy cst sticking2 buying 250million stk unit cost 49.90. also cash flow 200mil. & cost go,1
user: cst report goofy acquistion cost factor citing lower rev aka store sale dispenser acquired nc corp,1
"ed weekly triangle fnfg,......pdating",1
user: aap typical pump dump today talk later tonight via video,-1
absolutely delicious cpb #campbells soup spx spy #fortune 500,1
app compare squared areas. look similar?,1
ceco break downtrend / triangle pattern.,1
"user: fascinating email chain user einhorn debating merit aap preferreds,",1
cst bot 51.40 hv patient imo cst moving right direction. underestimate loss sat mail too. 250mil buyback 10 p/e,1
time return apple. aapl record 23 billion operational cash flow quarter!,1
"twi added small cap 600; 24% short int; cheap valuation, though growth via acquisition e 2/25",1
bby pull amzn,1
aap beautiful bull trap !,-1
james d. white: jamba: juicy turnaround vimeo 1hr video 2010 jmba .. great stuff,1
aap volume + conviction = bearish,-1
added cst 48.84,1
lnkd pulled nflx topping far 146. day still young watch pull back,1
user mention lower store sale cst well guess & mellisa ee factor nv acquisitions. ur dd ppl,1
tw watch list need volume boost - 2% - watch close top,1
ttmi watch list continuation trade,1
osg bio mt dynt wyy watchlist dov next 5 baby prime.,1
aap volume fade fast !,-1
cst nice intraday base could see pop 10:30 short covering wknd. valuation cheap. biz model track go,1
cst close hod one get perky ge cose ove 50day maybe even day #timestamp goin limb,1
int #1 smb adar weak today,-1
cst mentioned level building base 48 next stop 49 repeat that. adde p intraday 50day watch 50.13 hit today,1
aap confirming nicely 20 day 473.12,1
"dndn breaking 6.74, cmgo looking vey bullish",1
mining & related stock showing weak relative strength versus esd & es_f last weeks. fcx nem gg gd sv cf mcp aci,-1
dndn confirming nicely (continuation) 6.57 also like aap (breaking 20 day)others like today:,1
aap europe closed let bast off!,1
user: aap highlighted major esistance area watch . .,-1
nfx: time major correction?,-1
mgm - already average volume day trying get separation resistance,1
"angi ripping, lot go",1
user: aap cash pile per share worth ? anyone know ? ~ 140/ share cash (give take),1
user: aap recent trip thailand...even taxi driver iphones ! ~~ wait till get china!,1
user: great rotation.. grasso confirming saying while; money coming amzn buying aap,1
"mdso - ong 27.51. trailing stop 38.58 10 prior stop 37.67, 37.11, 37.00 ... 27.51, 25.15 22.79 -",1
fb wonder short fb today nkd last year 80. seem making argument. qqq xk,1
hg breaking ahead expected earnings beat,1
aap really want broken stock ? nless kept e & trapped !,-1
opk low day 6.08. arge candle wick growing downward. macd divergence downward. stochastic downward divergence. si downward.,-1
nfx planking,1
stand sbx...,1
jeff eeves charles sizemore discus inkedin earnings slant nkd fb amzn mww,-1
added share actv,1
"mhp mcgraw-hill company huge sell rating agency, fitch, cut ratings.",-1
dndn good place lock (some) profit 7.20 p 20% since alert 6.00 feb. 4th,1
deck let squeeze!! 40% short!,1
"brandon !! actv break 6 soon... nice breakout , need little volume !!",1
"user g, sideline mode, good trend, seeing 2.22",-1
vng swear never seen terrible reporting one stock ever life > cuban news negative lol,1
aap see flash crash 3.58pm ;-),-1
user: aap...imho...will sell news..sorry offend anyone...g warrior,-1
aap selling begin first wave dumping.,-1
aap flash dump begin ????,-1
goog igv #google #software firing 3 cylinder compq ndx,1
"closed ddd feb 60p/60c/65c bull / +8, roll sto feb 70 put 4, ill take shares, premium,",1
schw - adding long,1
po swing trade quick pick: polyone corp po |,1
"sto mar 425 put +1.98, sto mar 465 put +10.75, bto mar 475 call -17.65, bto apr 480 call -21.65. aap fill gap 500. =^.^=",1
aap dump progress fund manager 25% done.....,-1
stop aap 475.7 hard stop risking .30 make 3-4 pt,1
aap flash dump progress 35% done patient press escspe !,-1
aap dump einhorn progress 40% done patient....,-1
"sto march 465 put aap credit 10.70. put me, buy share net cost 435.25. not, keep 1,070. win/win. =^.^=",1
solid day mgm aap sbx leading way me. 1/2 mgm 1/2 aap (added little selling 2/3 am),1
"user see 1.35, exit 1.43 csn",1
damodaran aap: getting pretty good business price worth 600,1
user: goog eric schmidt sell roughly 42 percent stake,-1
"ed weekly triangle hek,....scaling p",1
"green weekly & monthly triangle isis,....scaling",-1
dt appears 2 b hammering bottom 50 dma. solid eps/sales growth+ low p/e ratio = possible earnings winner. earnings 2/27,1
legged goog 780! why? sergey & arry selling shares...and erics keeping few. :-),1
yes saw great opportunity dropped 17 tell twit user: user still long chk ?,1
brutal decline sd create buying opportunity soon. user: user like sd xco trade hold?,1
buying op range imo user: user still long cop buyer today,1
"54 short idea prepare next correction, bid cox sv gd fxe pb wtw hf fcx cf mnst #prepare",-1
peix get volume monday could go thru top set new high .50+,1
acting well 26.19 flat base trigger b/o 1/9. ooking retest 50day sma 26 pfe,1
one buffet favorite banks. cup handle trigger 105.02 mtb,1
"mcbc long 4.36, healthy pullback sweet zone, upper bolly & 20sma, hammer today plus",1
"pxc long 10.87, like base day ready pop",1
aa - really liking scale entry - limited downside nice upside,1
little write znga available,1
stx - high call vol. 12.71% short check wdc well. stx better hard drives. always rumor buyout,1
dndn breaking swing high.volume look good.,1
week 6 - #13for2013 ddd dnkn ft invn ko nkd mov ntsp ax scco sca ssys v,1
#13for2013 - 8 13 stock double digit & one 8% w 9% dividend nkd invn ddd ft mov sca ko dnkn scco,1
market wrap video djia spx tx + addition watch ist including: agnc f hp ost sqnm,1
mb long awaited break 200-day ema one step away. watching 5.68 breakout.,1
peix bullish volume pattern. ike close .43,1
yhoo ong play. watching 20.88 movements.,1
f 158.00 158.63,1
sqnm continuation - wil take top bollinger band,1
msft waiting break bull flag+horizontal channel,1
"commentary agnc. ddd. znga, hx, agnc, bsx, vt",1
"going long msft tomorrow, think 30 written one ex div also coming up.",1
"morgan stanley initiate coverage hca overweight,announces 47.00 pt.breakout watch 39.6",1
"feeling good morning ao friday... technical still holding up, fundamental coming around!",1
"ed weekly triangle hek closed 4.30,....net profit 15,137.50 (5.30%)",-1
"ed weekly triangle hek closed 4.30,....net profit 15,137.50 (5.30%)",-1
"adbe shot! see around 17 - 20 soon, 39 much adbe, thanks good day.",-1
"today important day 3,we closed green 3 day row since sept.very bullish short term happens aap",1
ddd soda look interesting wait earnings release,1
aap next big (little) thing... iwatch,1
msi shot! see price around 32 - 34 soon 1-2 months. becefull. nice day,-1
yesterday- new blog post: watchlist week iwm spy aap sbx axp csx x,1
csx getting barrons bounce. resistance. pull trigger till break recent high,1
ed monthly triangle csn closed 1.46,1
adm holding nicely,1
amzn back shorting - clearing 50 day ma.,-1
dnkn clearing back resistance area - worth eyeing,1
"g continues trend higher, solid run since dec.",1
bac holding well - could see much higher price year end.,1
couple biotech stock setting well various time frames: jazz pcyc,1
"aap resistance near 500-bearish 555, target 420 350",-1
